Name,Address,MOB.No,Alternate Mob,City,email,pincode,State,Branch type
RACHANA H DASENA DF,"RACHANA H DASENA C/O AT NEAR GOVT SCHOOL,KERODI,MADASURLINGADAHALLI,SAGAR,SHIMOGA,KARNATAKA",8088198706,,SHIMOGA,,577434,KARNATAKA,DISTRICT
M/S PREET ASSOCIATE,"RITESH KUMAR C/O AT- RANIGANJ ROADAT - RAMPUR FORBESGANJ DIST-ARARIA , BIHAR--10CYAPK2084E1Z1",9122986182,,ARARIA,,854318,BIHAR,DISTRICT
ABHAY KUMAR,"ABHAY KUMAR C/O AT-PRIYANTA HERBAL CENTRE At - CHAKMASHRUF,Po + Ps - MEHSI Dist- EAST CHAMPARAN State- BIHAR",6206602401,,CHAMPARAN,,845426,BIHAR,DISTRICT
PURAN CHAND,"PURAN CHAND C/O AT PANA KHODA,GIJHI,ROHTAK,HARYANA",9996440572,,ROHTAK,,124501,HARYANA,DISTRICT
ASHA DF,"ASHA C/O HOME NO 473,BADDI,JHAJJAR,HARYANA",9812008481,,JHAJJAR,,124105,HARYANA,DISTRICT
VIJAY NARAYAN SINGH,"RONAK ENTERPRISES C/O AT CHAND,KAIMUR BHABUA,BIHAR",7352698428,,KAIMUR (BHABUA),,821106,BIHAR,DISTRICT
ANNAJI GOWDA B B,"ANNAJI GOWDA B B C/O AT 446,ANLEKOPPA,AGADI NARAYANA ASHRAM,SAGAR,SHIMOGA,KARNATAKA",9449615412,,SHIMOGA,,577401,KARNATAKA,DISTRICT
MARIGOWDA,"SRI BHAIRAVESHWARA ORGANIC SUPER MART C/O MRK Building, Opposite to KPTCL, Hosaholalu, Main Road, KR Pete, Mandya District, Karnataka",9880407262,,MANDYA,,571426,KARNATAKA,DISTRICT
M/S DIVYA ENTERPRISES,"KRISHNA KUMAR C/O AT YOGENDRA PRASAD, 00, MEHIYA KUMHAR TOLI, EAST OF SHANTI VAT BRIKSH, SIWAN, Siwan, Bihar, 841226--10ANJPK5949C1Z8",9199027657,,SIWAN,,841226,BIHAR,WAREHOUSE
SHEETAL GUPTA,"SHIV SEWA C/O AT ABOVE PUNJAB NATIONAL BANK, AURI MORE ANPARA, SONBHADRA, UTTAR PRADESH",9335518151,,SONBHADRA,,231225,UTTAR PRADESH,DISTRICT
DHANANJAY RADHESHYAM,"DHANANJAY RADHESHYAM C/O AT JUNI VASTI , VILLAGE WARUD , POST SEWAGRAM ,TAH/DISTRICT WARDHA MAHARASHTRA",9022121347,,WARDHA,,442102,MAHARASHTRA,DISTRICT
CHITRAGUPT ARTS,"MADHUP KUMAR C/O AT CHHAT GHAT MIRGANJ,GOPALGANJ,BIHAR--10BUSPK6565P1ZV",9631680999,,GOPALGANJ,,841438,BIHAR,DISTRICT
SANDIP PUNDLIKRAO WASNIK,"SANDIP PUNDLIKRAO WASNIK WARUD C/O A & A Enterprises, Dhore Complex, Near Devate Tiles, Ring Road, WARUD, Dist AMRAVATI MAHARASHTRA",9370022557,,AMRAVATI,,444906,MAHARASHTRA,DISTRICT
SUKUMAR CHANDRA NATH,"MAA MANASA AYURVED BHAWAN C/O AT MATHAR PUR 3 NO LANE SARASWATI PALLI, NABADWIP, NABADWIP, NADIA, WEST BENGAL",7063071947,,NADIA,,741302,WEST BENGAL,DISTRICT
SAJAHAN MIA,"TAJ ENTERPRISES C/O AT MAJHERPARA,HARINGHATA,BARASAT,NADIA ,WEST BENGAL",8768969016,,NADIA,,741257,WEST BENGAL,DISTRICT
MANISH MADHUKAR TELANG,"MANISH MADHUKAR TELANG C/O AT SADGURU CLASSIC ,NEW AHIRE GAON,WARJE MALWADI,PUNE,MAHARASHTRA",8796110435,,PUNE,,411023,MAHARASHTRA,DISTRICT
SKY TECH COMPUTERS,"SHASHIDHAR SHVAMURTHY HIREMATH C/O AT Shop No 22, cellar, Akalwadi Mansion, P B Road, Vidyanagar / Hubballi, Dharwad, Karnataka, 580021--29AAQPH4451A1ZT",9480274700,,DHARWAD,,580021,KARNATAKA,DISTRICT
MASUM HASAN BARBHUIYA,"K K ENTERPRISES C/O AT TARAPUR,SHIVBARI ROAD,OP GP OFFICE,NEAR MANAB KALYAN CLUB,TARAPUR,CACHAR,ASSAM",8011434098,,CACHAR,,788003,ASSAM,DISTRICT
K P MUHAMMED SHEFEEQ,"K P MUHAMMED SHEFEEQ C/O AT HIBA,POST THALASSERY,NEAR SB COLONY,ROAD CHETTAMCOON,THELASSERY,KERALA",7012707142,,KANNUR,,670101,KERALA,DISTRICT
MAHESH CHANDRA JAIN,"MAHESH CHANDRA JAIN C/O AT 347/3,JAIN NAGAR KHERA,POT ROOM WALI GALI,FIROZABAD,UTTAR PRADESH",9897148254,,FIROZABAD,,283203,UTTAR PRADESH,DISTRICT
KUMAR UMAJI BHANDARE DF,"HHI GURUKRUPA HERBAL STORE C/O AT BEHIND TIRTH PETROLEUM, HARUGERI ROAD, GASTI PLOT, ATHNI,BELGAUM,KARNATAKA",8422035560,,BELGAUM,,591304,KARNATAKA,DISTRICT
RAJEEV KAMAL,"ARNIKA AYURVEDA & HERBAL POINT C/O AT WEST MOHAN BIGHA .... KAILASH MARKET OPP -BUS STAND- DEHRI,ROHTAS,BIHAR",9934959484,,ROHTAS,,821307,BIHAR,DISTRICT
RAJIB BISWAS,"RAJIB BISWAS C/O AT VILL+PO CHAMPAPUKUR PS MATIA DIST 24 PARGANAS NORTH,WEST BENGAL",9933709530,,PARGANAS,,743291,WEST BENGAL,DISTRICT
RAJPAL SINGH DF,"RAJPAL SINGH C/O NEAR ORBIT CINEMA ,MOGA,PUNJAB",9780641158,,MOGA,,152028,PUNJAB,DISTRICT
LITAN SIKDAR,"LITAN SIKDAR C/O AT DADPUR,HOOGHLY,WEST BENGAL",9831582989,,HOOGHLY,,712515,WEST BENGAL,DISTRICT
LAXMIDHAR SAHOO DF,"LAXMIDHAR SAHOO C/O AT G-2 ANJANI RESIDENCY, ARIHANT PARK, KADOBRE, SURAT,GUJARAT",7383780930,,SURAT,,394327,GUJARAT,DISTRICT
SHRIDEVI DF,"SHRI GURU RAGHAVENDRA HHI SHOP C/O AT CAMP SINDHANUR,RAICHUR,KAARNATAKA",8660224500,,RAICHUR,,584128,KARNATAKA,DISTRICT
ULLAS KUMAR BHUNIA,"ULLAS KUMAR BHUNIA C/O AT VILL+PO-KHIRPAI.WORD NO- 3.(NEAR KADAMKUNDU BUS STOP) PS- CHANDRAKONA. DIST- PASCHIM MEDINIPUR,WEST BENGAL",6295653165,,MEDINIPUR,,721232,WEST BENGAL,DISTRICT
RAVI RANJAN TIWARI DF,BABA ENTERPRISES C/O AT RAIL GUMTI NO. 55 Po + Ps - RAMPUR DUDHPURA Dist- SAMASTIPUR State- BIHAR,7903604403,,SAMASTIPUR,,848101,BIHAR,DISTRICT
M/S SIKKIM ELECTRONICS,"KHURSHID ANSARI C/O AT 100, FOURTH FLOOR,-- RAJESH KUMAR GUPTA, JORETHANG ROAD, NAMCHI, South, Sikkim, 737126--11ANHPA9535G1ZC",9851777773,,NAMCHI,,737126,SIKKIM,DISTRICT
RAKESH KUMAR YOGI DF,"RAKESH KUMAR YOGI C/O AT 67,JOGI MOHALLA,BEELWA,SANGANER,BILWA,JAIPUR,RAJASTHAN",8302096075,,JAIPUR,,302022,RAJASTHAN,DISTRICT
SWAPAN KUMAR SARKAR,"SWAPAN KUMAR SARKAR C/O AT BERHAMPUR,MURSHIDABAD,WEST BENGAL",9474913007,,MURSHIDABAD,,742101,WEST BENGAL,DISTRICT
SAMANTARA LINGARAJ SWAIN,"SAMANTARA ENTERPRISES C/O AT BAHADA,NAYAGARH,ODISHA",7978262131,,NAYAGARH,,752063,ORISSA,DISTRICT
GOBINDA BHUYAN,"GOBINDA BHUYAN C/O AT BARAMA,BAKSA,ASSAM",9678362851,,BAKSA,,781346,ASSAM,DISTRICT
ANJANA PRADHAN,"ANJANA PRADHAN C/O AT JORETHANG NAGAR PANCHAYAT,MAJHOGAON WEST ,BELOW SI FRANCIS SCHOOL,NAYABAZAR,SORENG WEST SIKKIM,SIKKIM---11BGFPP1902A2Z9",8101729612,,JORETHANG,,737121,SIKKIM,DISTRICT
SHUBHAM PRALHAD PARTE DF,"SHUBHAM PRALHAD PARTE C/O AT- SEVEN STAR HEALTH CARE AND GENERAL STORE 76/2, SHIVTEJ,MACHI PETH,SATARA, MAHARASTRA",9881540666,,SATARA,,415002,MAHARASHTRA,DISTRICT
MAHENDRA KUMAR VERMA,"MAHENDRA KUMAR VERMA C/O AT -,WARD NO - 9,TEHSIL UDAIPURWATI,PACHLANGI,JHUNJHUNUN,SARAISURPURA,RAJASTHAN",8387880200,,JHUNJHUNU,,333801,RAJASTHAN,DISTRICT
SUNITHA PASSANA,"AVELIA WHOLESALE DEALERS C/O AT REBELLE TOWER,NEAR ANNAPAYYA HALL,KUNDAPUR,UDUPI,KARNATAKA",9148164525,,UDUPI,,576235,KARNATAKA,DISTRICT
VENKATA NAGA BABU CHENNURI DF,"VENKATA NAGA BABU CHENNURI C/O AT DOOR NO.42-2-61/1,DABAKOTLU CENTER,MAIN ROAD,BESIDE INDIAN OIL BUNK,AJITH SINGH NAGAR,VIJAYAWADA,KRISHNA,ANDHRA PRADESH",9052010397,,KRISHNA,,520015,ANDHRA PRADESH,DISTRICT
MANJUNATH BHANU PATGAR,"SHREE DURGAMBA ENTERPRISES C/O AT HOSA ONI,266,MUNDGOD,UTTAR KANNADA,KARNATAKA",8197846389,,KANNADA,,581349,KARNATAKA,DISTRICT
ANUPAMA ASHOK KIRIOSKAR,"BHAGWATI ENTERPRISES C/O AT SADASHIVGADH,CHITTAKULA,KARWAR,UTTAR KANNADA,KARNATAKA",7760743427,,KANNADA,,581352,KARNATAKA,DISTRICT
MITHUN KUMAR,"MITHUN KUMAR C/O AT NEW VITESWAR NAATH BOOK CENTER,SRI RAMPUR,NAYA BAZAR, NEAR N.T COMPLEX BIHTA ,PATNA, BIHAR",7041389775,,PATNA,,801103,BIHAR,DISTRICT
VIJAY KUMAR RAI,"VIJAY KUMAR RAI C/O AT BHUALPUR,MARHAURAH,SARAN,BIHAR",9999248358,,SARAN,,841415,BIHAR,DISTRICT
ANIMESH POREL,"ANIMESH POREL C/O AT BHATA,HOOGHLY,WEST BENGAL",7797949696,,HOOGHLY,,712410,WEST BENGAL,DISTRICT
KULSWAMINI ENTERPRISES,"RACHNA SALELKAR C/O AT S5, SECOND FLOOR, UMESH PLAZA, BORDEM, BICHOLIM, North Goa, Goa, 403504--30BTTPS1254B1ZV",9270230002,,GOA,,403504,GOA,WAREHOUSE
ARUN KUMAR DAS,"ARUN KUMAR DAS C/O AT UTTAR MECHOGRAM,MEDINIPUR,WEST BENGAL",9064673970,,MEDINIPUR,,721139,WEST BENGAL,DISTRICT
RAJAN KUMAR DF,"RAJAN KUMAR C/O AT JATKAULI,DHARAMPUR,VAISHALI City: VAISHALI District: VAISHALI,BIHAR",8766958853,,VAISHALI,,844111,BIHAR,DISTRICT
RIYAZ AHMAD,"RIYAZ AHMAD C/O AT CHANDANA PUR,GALAZY PARADISE,INDRA NAGAR,LUCKNOW,UTTAR PRADESH",9801909296,,LUCKNOW,,226016,UTTAR PRADESH,DISTRICT
RUKSHANA BEGUM,"A.R ENTERPRISES C/O AT 19 B,SYED AMIR ALI AVENUE,KOLKATA,WEST BENGAL",7003552814,,CALCUTTA,,700017,WEST BENGAL,DISTRICT
KONDA KIRAN,"KONDA KIRAN C/O AT DNO:5-178/B/36/1, LAL BAHADUR NAGAR 5TH WARD OPP: MUNICIPAL HIGH SCHOOL WEVARS COLANY MANGALAGIRI,GUNTUR,ANDHRA PRADESH",9393577788,,GUNTUR,,522503,ANDHRA PRADESH,DISTRICT
MEERA MEENA,"MEERA MEENA C/O AT SHOP NO.2,BUILDING NO.20,SHINDE NAGAR,BAVDHAN, PUNE,PUNE,MAHARASHTRA",9561262165,,PUNE,,411021,MAHARASHTRA,DISTRICT
PINTU KUMAR VERMA,"PINTU KUMAR VERMA C/O AT RAMGARH,MOHANIYA,BIHAR",7295827029,,MOHANIA,,821110,BIHAR,DISTRICT
AMBIKA CHETRY,"AMBIKA CHETRY C/O AT N H 37,MISSA RAMRAIPATTY,BEHIND PWD IB,MISSA,NAGAON,ASSAM",8638883557,,NAGAON,,782138,ASSAM,DISTRICT
HARVINDER SINGH DF,"HARVINDER SINGH C/O AT NEAR NEHRU PARK,JAITU,FARIDKOT,PUNJAB",9115353353,,JAITU,,151202,PUNJAB,DISTRICT
JHUMURI PRADHAN,"JHUMURI PRADHAN C/O AT GIRIDIPATANA,NEAR KOTHA GHAR,KHALISAHI,NAYAGARH,ODISHA",7377048184,,NAYAGARH,,752077,ORISSA,DISTRICT
GULAB SINGH,"GULAB SINGH C/O AT ACHHEJ,JHAJJAR,HARYANA",9582628957,,JHAJJAR,,124106,HARYANA,DISTRICT
DALBIR ENTERPRISES,"Dalbir Kaur C/O AT Ground Floor, Showroom No. 949, Mattour, Sector 70, Mohali, SAS Nagar, Punjab, 160071--03EPHPK5675H1ZO--",9815573065,,SAS NAGAR,,160071,PUNJAB,WAREHOUSE
SURENDRA KUMAR JENA,"SURENDRA KUMAR JENA C/O AT DUGAL,SATYABADI,PURI,ODISHA",9439683240,,PURI,,752014,ORISSA,DISTRICT
MD SARFARAJ ANSARI,"MD SARFARAJ ANSARI C/O AT - JAHANABAD P.O - KUDRA, THANA KUDRA,CHAKIYA,JAHANABAD,KAIMUR(BHABUA) BIHAR",7903755965,,KAIMUR (BHABUA),,821108,BIHAR,DISTRICT
ARIF ALI MALLIK,"MALLIK ENTERPRISES C/O CHAMPADANGA SUPER MARKET(COLLAGE ROAD), HOOGHLY, WEST BENGAL",9153318485,,HOOGHLY,,712401,WEST BENGAL,DISTRICT
JAI MATA DI ENTERPRISES DF,"NARENDER KUMAR C/O AT WARD NO.9,BAHADURGADH ROAD,KHARKODA,SONIPAT,HARYANA",8295536498,,SONIPAT,,131402,HARYANA,DISTRICT
SUMAN LATA DF,"SUMAN LATA C/O AT WARD NO.6,KALANAUR,ROHTAK,HARYANA",8168923027,,ROHTAK,,124113,HARYANA,DISTRICT
RAJENDER KUMAR JAT,"RAJENDER KUMAR JAT C/O AT GANERI,SIKAR,RAJASTHAN",9783153591,,SIKAR,,332029,RAJASTHAN,DISTRICT
YAGNA SAI ENTERPRISES,"GANGISETTI VENKATESWARAMMA C/O AT LAKSHMI COMLEX,OLD VIJAYA CONVERT BAZAR,BANDAR ROAD,CHALLAPALII,KRISHNA,ANDHRA PRADESH--37AMZPG8807C1ZN",8099970293,,KRISHNA,,521126,ANDHRA PRADESH,WAREHOUSE
DIVYA DF,"DIVYA C/O AT BEHIND PUSHPAGIRI ELECTRONICS, OPP CHAMARAJESHWARA TEMPLE CHAMARAJANAGARA,KARNATAKA",6363053154,,CHAMRAJNAGAR,,571313,KARNATAKA,DISTRICT
SAPNA DEVI DF,"H.N ENTERPRISES C/O AT MODEL TOWN KIRPALPUR, PO & TEHSIL NALAGARH, DISTT.SOLAN ,HIMACHAL PRADESH",9459373986,,SOLAN,,174101,HIMACHAL PRADESH,DISTRICT
MAMATA NAYAK,"MAMATA NAYAK C/O AT WARD NO- 5, ROXY CINEMA HALL TO AMBIKA MANDIR ROAD Po. - BARIPADA Dist- MAYURBHANJ State- ODISHA",9348676698,,MAYURBHANJ,,757001,ORISSA,DISTRICT
RAJNEESH BHARTI,"RAJNEESH BHARTI C/O AT SHANTI NAGAR,SHIVPURI COLONY CHAS,BOKARO,JHARKHAND",6200996682,,BOKARO,,827013,JHARKHAND,DISTRICT
ATISH KUMAR SAHU,"AK ENTERPRISES C/O AT V.S.S NAGAR WN-18, DIST-BARGARH STATE-ODISHA",7749017272,,BARGARH,,768028,ORISSA,DISTRICT
DEEPA AMAR KHAUNEKAR,"DEEPA AMAR KHAUNEKAR C/O AT H NO.1383/1,RANGALI,VELIM,SOUTH GOA,GOA",8805501039,,GOA,,403723,GOA,DISTRICT
MANIK NARAYAN KASHID,"MANIK NARAYAN KASHID C/O AT KHARDA ROAD,KAMKHED,AHMADNAGAR,MAHARASHTRA",9552827005,,AHMEDNAGAR,,413201,MAHARASHTRA,DISTRICT
MOTILAL KHUNTIA,SRIYA MART C/O AT FRIENDS COLANY (2nd line) At/po PARALAKHEMUNDI DIST GAJAPATI ODISHA--21BDOPK8025P2Z3--,9437661403,,GAJAPATI,,761200,ORISSA,DISTRICT
TAPAN KUMAR SARDAR,"TAPAN KUAMR SARDAR C/O AT KHADI PROTISHTAN PARA,DAKSHINA AKHARATALA,NAZAT,NORTH 24 PARGANAS,WEST BENGAL",9382176710,,PARGANAS,,743442,WEST BENGAL,DISTRICT
DHANANJOY DAS,"DHANANJOY DAS C/O AT PURANDARPUR,BORKHOLA,CACHAR,ASSAM",6001125969,,CACHAR,,788110,ASSAM,DISTRICT
VIKASH KUMAR BHUJEL,"VIKASH KUMAR BHUJEL C/O AT NETAJIPALLY,HAMILTONGANJ,ALIPURDUAR,WEST BENGAL",9932420167,,ALIPURDUAR,,735214,WEST BENGAL,DISTRICT
GAGAN CHANDRA KOLEY,"GAGAN CHANDRA KOLEY C/O AT VILL-BERABERI, P. O- GANGADHAR PUR. P. S -SINGUR DIST- HOOGHLY,WEST BENGAL",8622811418,,HOOGHLY,,712306,WEST BENGAL,WAREHOUSE
ASHIS KUMAR DAS,"ASHIS KUMAR DAS C/O AT 7 K C C MITRA STREET BELGHARIA KOLKATA,WEST BENGAL",8910491878,,CALCUTTA,,700056,WEST BENGAL,WAREHOUSE
VIJAY RAMCHANDRA CHIKHALE,"VIJAY RAMCHANDRA CHIKHALE C/O AT SINGHVI COMPLEX,KADA ROAD,MIRAJGAON,AHMEDNAGAR,MAHARASHTRA",9975469179,,AHMEDNAGAR,,414401,MAHARASHTRA,DISTRICT
PROGATI DAS,"SUPAR SHOPEE C/O AT SCHOOL PARA,NEAR SHIV MANDIR,ANDAL,PASCHIM BARDHMAN,WEST BENGAL",9332212679,,BARDHAMAN,,713321,WEST BENGAL,DISTRICT
PALLAB CHAKRABORTY,"BINAPANI ENTERPRISES C/O AT VILL - KUMRAGORI , P.O - GANGADHARPUR BAZAR , P.S - CHANDITALA , DIST - HOOGHLY,WEST BENGAL",9007337532,,HOOGHLY,,712306,WEST BENGAL,DISTRICT
KISHOR RAJARAM RAUT,"KISHOR RAJARAM RAUT C/O AT NEAR HDFC BANK T K V CHOUK PATUR DISTT AKOLA ,MAHARASHTRA",9921504578,,AKOLA,,444501,MAHARASHTRA,DISTRICT
MOHAN NEWAR,"M/S NEWAR HHI DISTRICT SHOP C/O AT KHOWANG CHARIALI,NEAR LENDON HOTEL,NH.37,DIBRUGARH,ASSAM",8724077535,,DIBRUGARH,,785675,ASSAM,DISTRICT
GAGAN CHANDRA KOLEY DF,"GAGAN CHANDRA KOLEY C/O AT VILL-BERABERI, P. O- GANGADHAR PUR. P. S -SINGUR DIST- HOOGHLY,WEST BENGAL",8622811418,,HOOGHLY,,712306,WEST BENGAL,DISTRICT
NABANITA DAS,"NABANITA DAS C/O AT PADUBAR PO-MIRGODA PS-RAMNAGAR ,EAST MEDINIPUR,WEST BENGAL",7980169500,,MEDINIPUR,,721446,WEST BENGAL,DISTRICT
TIRTHA ENTERPRISE,"MITHU BHOWMICK C/O AT 1/9,TAKI ROAD NORTH,BIDHAN PARK,NEAR LAKSHMI VILLA,BARASAT,NORTH 24 PARGANAS,WEST BENGAL--19BCKPB8622E1ZO",6289335933,,PARGANAS,,700124,WEST BENGAL,WAREHOUSE
SATISH KUMAR DISTRICT SHOP,"SATISH KUMAR C/O PLOT NO-E 2, SECTOR 5,NEAR CHINMAYA VIDYALA, BOKARO STEEL CITY.",9304143212,,BOKARO,,827006,JHARKHAND,DISTRICT
MA ANANDAMOYEE TRADERS,"SUBRATA KUMAR DASS C/O AT 0, PO JAGATNAGAR, MAMUDPUR SOUTH, Hooghly, West Bengal, 712409--19AFEPD5748M1Z1",7278438698,,HOOGHLY,,712409,WEST BENGAL,DISTRICT
PANDAB KARNA,"MAA MAHESHWARI ENTERPRSIES C/O AT V S S NAGAR,NAKA CHOWNK,INFRONT OF MODERN PUBLIC SCHOOL,BARGARH,ODISHA",9668615191,,BARGARH,,768038,ORISSA,DISTRICT
MITHUN SINGHA,"SINGHA ENTERPRISE C/O AT BETHUADAHARI SAHAPARA,NAKASHIPARA, NADIA,WEST BENGAL",9932353228,,NADIA,,741126,WEST BENGAL,DISTRICT
AURABINDA MONDAL,"AMRITA BHANDAR (A SMART DEEPO) C/O CHAYAPALLI,WARD NO 2, NEAR NALHATI COLD STORE, COLLEGE MORE,BIRBHUM,WEST BENGAL",9264735735,,BIRBHUM,,731220,WEST BENGAL,DISTRICT
M/S SWAMI SAMARTH ENTERPRISES,"SATYANARAYAN RAMPAT SEHRAWAT C/O MILKAR NO. 0991 , PUNE SASWAD ROAD , OPP. HOTEL SAHYADRI , URULI DEVACHI , DIST - PUNE , M.H. GST NO ====27AQZPS1602F1ZJ",9850084924,,MUMBAI,,412308,MAHARASHTRA,DISTRICT
SADHGURU SIDDHAROODHAR AGENCY,"DIVYA J BALLARI C/O AT Kumar Studio, SHOP NO 23, Akalwad Mansion, PB Road VIDYANAGAR, Akalwadi, Hubballi, Dharwad, Karnataka, 580021--29FOQPB7185Q1ZR",9141301638,,DHARWAD,,580021,KARNATAKA,DISTRICT
MEKALA KOTESWARA RAO,"MEKALA KOTESWARA RAO C/O AT D.No 1-21, HANUMAN JUNCTION , NUZVIDU ROAD, NEAR HANUMAN TEMPLE, PEDAPADU MANDAL, ELURU ,KRISHNA,ANDHRA PRADESH",9948686395,,KRISHNA,,521105,ANDHRA PRADESH,DISTRICT
PADMABATI SENDHA,"PADMABATI SENDHA C/O AT KOCHHIAKOILI,KHAIRA,BALASORE,ODISHA",7894784008,,BALASORE,,756048,ORISSA,DISTRICT
MUNAGA VENKATA LAKSHMI,"MUNAGA VENKATA LAKSHMI C/O AT D NO.17-115,NAGESHWARA RAO HOSPITAL,NEAR BUS STAND,OUT GATE TIRUVU,KRISHNA,ANDHRA PRADESH",6304871958,,KRISHNA,,521235,ANDHRA PRADESH,DISTRICT
